,adjective,type,count,source,Lead_Bi,Lead_Tri,COCA_Bigram,COCA_Trigram,Cos_AvgDist_TOT,prop2,penalr2,tfidf,tfidf_z,Lead_gram_meanz2,COCA_gram_meanz2,Cos_AvgDist_TOT_z2,Cos_Rank4,COCA_Rank4,Lead_Rank4,tfidf_Rank4,Avg_Rank_OptC2
89,all-time,lemma,1,1,0,0,31,0,0.154983029,74.12298625,1.869952908,1.869952908,-0.377777423,-0.154687532,-0.127929496,0.339243144,1594,1962,767,89,1103
1556,non-traditional,lemma,6,2,1,0,3,0,0.07465414,598.8666667,2.777330141,16.66398084,-0.273893017,-0.132395111,-0.198513839,-0.881472013,351,772.5,1731.5,1556,1102.75
740,cherished,lemma,2,1,0,0,9,0,0.150896731,189.2106319,2.276945536,4.553891072,-0.358930675,-0.154687532,-0.183388623,0.277145861,1529,1372.5,767,740,1102.125
2342,correlational,lemma,48,1,1,0,1,0,-0.071570564,706.5280899,2.849129433,136.7582128,0.5694147,-0.132395111,-0.203555578,-3.103570634,35,298.5,1731.5,2342,1101.75
1765,knowledge-based,lemma,8,1,3,0,1,0,0.047650968,1241.072368,3.093797106,24.75037685,-0.217109939,-0.08781027,-0.203555578,-1.291824786,199,298.5,2140.5,1765,1100.75
1410,spontaneous,lemma,7,1,0,0,7,0,0.124402677,71.13235294,1.852067175,12.96447022,-0.299871166,-0.154687532,-0.188430362,-0.125470117,987,1239,767,1410,1100.75
2198,supplemental,lemma,34,4,0,0,3,0,0.103596195,158.3904282,2.199728933,74.79078372,0.134276307,-0.154687532,-0.198513839,-0.441655097,664,772.5,767,2198,1100.375
1284,underdeveloped,lemma,4,2,0,0,13,0,0.110115719,359.32,2.555481391,10.22192556,-0.319129452,-0.154687532,-0.173305145,-0.342581376,772,1577.5,767,1284,1100.125
748,outer,lemma,3,3,0,0,4,0,0.174717346,33.84945272,1.529551651,4.588654954,-0.358686561,-0.154687532,-0.19599297,0.639135007,1946,935,767,748,1099
2033,group-level,token,12,1,2,0,1,0,-0.062198047,8574.681818,3.933218014,47.19861616,-0.059477277,-0.11010269,-0.203555578,-2.961141508,55,298.5,2009,2033,1098.875
1565,conversational,lemma,7,2,0,0,9,0,0.105298879,253.2120805,2.403484422,16.82439095,-0.272766609,-0.154687532,-0.183388623,-0.415780312,691,1372.5,767,1565,1098.875
737,foul,lemma,2,2,0,0,5,0,0.167187121,181.4747475,2.258816201,4.517632401,-0.359185285,-0.154687532,-0.1934721,0.524702195,1827,1060.5,767,737,1097.875
1839,in-flight,lemma,10,2,1,0,1,0,0.091362665,820.1869565,2.913912858,29.13912858,-0.186291904,-0.132395111,-0.203555578,-0.627561505,519,298.5,1731.5,1839,1097
24,surrounding,lemma,1,1,0,0,25,0,0.160388542,26.58066789,1.424565889,1.424565889,-0.380904953,-0.154687532,-0.143054713,0.421387828,1711,1885.5,767,24,1096.875
1306,time-consuming,lemma,5,2,0,0,40,0,0.061055295,131.8259958,2.120001061,10.6000053,-0.316474557,-0.154687532,-0.105241672,-1.088126389,264,2049.5,767,1306,1096.625
1601,representational,lemma,7,1,4,0,1,0,0.061194438,378.0420842,2.577540149,18.04278104,-0.264211013,-0.065517849,-0.203555578,-1.086011905,266,298.5,2220,1601,1096.375
1104,selfless,lemma,3,2,0,0,6,0,0.14252614,349.3388889,2.543246935,7.629740804,-0.337331904,-0.154687532,-0.190951231,0.149942459,1351,1161.5,767,1104,1095.875
1015,thoughtful,lemma,4,3,0,0,8,0,0.139152402,48.94732745,1.689728984,6.758915936,-0.343446879,-0.154687532,-0.185909492,0.09867357,1292,1305,767,1015,1094.75
2215,indicative,lemma,38,2,0,0,1,0,0.130223659,129.6515464,2.112777701,80.28555264,0.172860849,-0.154687532,-0.203555578,-0.037011763,1098,298.5,767,2215,1094.625
787,fatal,lemma,3,1,0,0,9,0,0.147111108,42.16428252,1.624944715,4.874834144,-0.356676996,-0.154687532,-0.183388623,0.219617771,1451,1372.5,767,787,1094.375
1419,intricate,lemma,7,2,0,0,11,0,0.106480842,73.28787879,1.865032152,13.05522506,-0.299233881,-0.154687532,-0.178346884,-0.397818649,713,1476.5,767,1419,1093.875
2208,mid-sized,lemma,26,3,1,0,0,0,0.07721051,1003.420213,3.001482845,78.03855397,0.157082312,-0.132395111,-0.206076447,-0.842624231,376,59.5,1731.5,2208,1093.75
2052,spinal,lemma,23,1,0,0,1,0,0.137732195,147.1474259,2.167752669,49.85831139,-0.040800764,-0.154687532,-0.203555578,0.077091442,1257,298.5,767,2052,1093.625
912,impending,lemma,3,2,0,0,5,0,0.156562458,90.73737374,1.957786205,5.873358615,-0.349665307,-0.154687532,-0.1934721,0.363244886,1631,1060.5,767,912,1092.625
396,macroeconomic,lemma,1,1,0,0,6,0,0.181113876,470.4314214,2.672496322,2.672496322,-0.372141923,-0.154687532,-0.190951231,0.736339648,2045,1161.5,767,396,1092.375
919,honorable,lemma,3,1,0,0,6,0,0.150292245,92.47205882,1.966010527,5.898031581,-0.349492053,-0.154687532,-0.190951231,0.267959811,1518,1161.5,767,919,1091.375
1849,open-ended,lemma,14,3,0,0,8,0,0.084586846,130.9111728,2.116976714,29.63767399,-0.182791094,-0.154687532,-0.185909492,-0.730530002,443,1305,767,1849,1091
895,thriving,lemma,3,2,0,0,19,0,0.120523919,81.9118541,1.913346756,5.740040269,-0.350601475,-0.154687532,-0.158179929,-0.184413522,927,1765,767,895,1088.5
146,oppressive,lemma,1,1,1,0,15,0,0.112797676,125.9299065,2.100128881,2.100128881,-0.376161116,-0.132395111,-0.168263407,-0.301825103,818,1658,1731.5,146,1088.375
30,spectacular,lemma,1,1,0,0,85,0,0.13856206,31.69937826,1.501050744,1.501050744,-0.380367872,-0.154687532,0.008197451,0.089702462,1276,2280.5,767,30,1088.375
1734,third-party,lemma,10,4,1,0,1,0,0.09750372,203.7181425,2.309029708,23.09029708,-0.228767102,-0.132395111,-0.203555578,-0.53423918,589,298.5,1731.5,1734,1088.25
954,non-union,lemma,2,1,3,0,4,0,0.070514486,1224.954545,3.088119974,6.176239947,-0.347538459,-0.08781027,-0.19599297,-0.944380123,323,935,2140.5,954,1088.125
28,ridiculous,lemma,1,1,0,0,23,0,0.159967141,29.49390244,1.469732239,1.469732239,-0.380587793,-0.154687532,-0.148096451,0.414984031,1702,1854.5,767,28,1087.875
207,hectic,lemma,1,1,0,0,15,0,0.160503409,174.5078631,2.241815,2.241815,-0.375166189,-0.154687532,-0.168263407,0.423133404,1714,1658,767,207,1086.5
1636,unforeseen,lemma,8,3,1,0,0,0,0.119889725,253.2120805,2.403484422,19.22787537,-0.255889221,-0.132395111,-0.206076447,-0.194051025,917,59.5,1731.5,1636,1086
1682,slight,lemma,12,3,0,0,2,0,0.1401347,56.76888354,1.754110353,21.04932424,-0.243098916,-0.154687532,-0.201034709,0.11360102,1313,580,767,1682,1085.5
51,frightening,lemma,1,1,0,0,43,0,0.146941401,45.53294714,1.658325761,1.658325761,-0.379263479,-0.154687532,-0.097679064,0.217038824,1447,2077,767,51,1085.5
148,capitalist,lemma,1,1,0,0,20,0,0.156881205,126.351641,2.101580887,2.101580887,-0.37615092,-0.154687532,-0.15565906,0.368088711,1638,1788.5,767,148,1085.375
947,positional,lemma,2,1,1,0,7,0,0.081851712,1164.462963,3.06612568,6.13225136,-0.34784735,-0.132395111,-0.188430362,-0.772094371,418,1239,1731.5,947,1083.875
1148,rhetorical,lemma,4,1,0,0,22,0,0.09640982,109.4216937,2.039103433,8.156413732,-0.33363358,-0.154687532,-0.150617321,-0.550862583,580,1833,767,1148,1082
1013,liquid,lemma,4,4,0,0,8,0,0.137016853,48.88390775,1.689165916,6.756663663,-0.343462695,-0.154687532,-0.185909492,0.066220776,1243,1305,767,1013,1082
2143,cardiac,lemma,30,3,0,0,3,0,0.101522651,148.8895028,2.17286408,65.18592239,0.066830489,-0.154687532,-0.198513839,-0.473165628,645,772.5,767,2143,1081.875
679,maternal,lemma,2,2,0,0,5,0,0.167018461,106.9404762,2.029142114,4.058284227,-0.362410851,-0.154687532,-0.1934721,0.522139167,1821,1060.5,767,679,1081.875
1631,self-serving,lemma,8,1,11,0,0,0,0.057262097,243.4103226,2.386338992,19.09071194,-0.25685239,0.090529096,-0.206076447,-1.145769601,239,59.5,2397,1631,1081.625
1034,camp,lemma,2,2,0,0,1,0,0.194464608,2858.227273,3.456096759,6.912193518,-0.342370557,-0.154687532,-0.203555578,0.939223579,2225,298.5,767,1034,1081.125
1645,experiential,lemma,8,2,0,0,6,0,0.108793297,294.2948518,2.468782665,19.75026132,-0.252221001,-0.154687532,-0.190951231,-0.362677508,746,1161.5,767,1645,1079.875
1981,on-going,lemma,15,2,0,0,3,0,0.111539519,561.4375,2.749301417,41.23952126,-0.10132234,-0.154687532,-0.198513839,-0.320944644,798,772.5,767,1981,1079.625
615,disastrous,lemma,2,1,0,0,7,0,0.159755082,69.86777778,1.84427693,3.688553861,-0.365007116,-0.154687532,-0.188430362,0.411761477,1697,1239,767,615,1079.5
590,aesthetic,lemma,2,2,0,0,9,0,0.154355696,57.58333333,1.760296801,3.520593603,-0.366186541,-0.154687532,-0.183388623,0.329709895,1583,1372.5,767,590,1078.125
1596,seamless,lemma,8,2,0,0,6,0,0.110854093,177.462841,2.24910743,17.99285944,-0.264561565,-0.154687532,-0.190951231,-0.331360692,785,1161.5,767,1596,1077.375
1949,onsite,lemma,13,2,1,0,0,0,0.095335144,816.6363636,2.912028715,37.85637329,-0.125078975,-0.132395111,-0.206076447,-0.56719387,563,59.5,1731.5,1949,1075.75
352,attainable,lemma,1,1,0,0,32,0,0.135088804,372.812253,2.571490178,2.571490178,-0.372851193,-0.154687532,-0.125408627,0.036921237,1211,1972.5,767,352.5,1075.75
1236,ubiquitous,lemma,5,1,0,0,4,0,0.143426154,81.38179465,1.910527263,9.552636314,-0.323829235,-0.154687532,-0.19599297,0.163619499,1364,935,767,1236,1075.5
2195,phenomenological,lemma,26,1,0,0,3,0,0.095610173,728.3513514,2.86234093,74.42086419,0.131678713,-0.154687532,-0.198513839,-0.5630144,567,772.5,767,2195,1075.375
642,printed,lemma,2,2,0,0,22,0,0.127626486,83.21261579,1.920189174,3.840378349,-0.363940997,-0.154687532,-0.150617321,-0.076479608,1049,1833,767,642.5,1072.875
130,evangelical,lemma,1,1,0,0,46,0,0.139293463,111.228184,2.046214846,2.046214846,-0.376539703,-0.154687532,-0.090116455,0.100817201,1296,2098.5,767,130,1072.875
772,obligatory,lemma,2,1,1,0,3,0,0.126042215,240.3095541,2.380771038,4.761542075,-0.357472539,-0.132395111,-0.198513839,-0.100554932,1015,772.5,1731.5,772,1072.75
547,sympathetic,lemma,2,1,0,0,11,0,0.149169182,45.89854015,1.661798873,3.323597745,-0.367569856,-0.154687532,-0.178346884,0.250893224,1499,1476.5,767,547,1072.375
2145,conditional,lemma,26,3,0,0,1,0,0.129048098,333.2915194,2.522824263,65.59343084,0.069692034,-0.154687532,-0.203555578,-0.054876139,1078,298.5,767,2145,1072.125
400,brilliant,lemma,2,1,0,0,11,0,0.157258293,21.94543974,1.341344288,2.682688575,-0.372070352,-0.154687532,-0.178346884,0.373819116,1645,1476.5,767,400,1072.125
623,cynical,lemma,2,2,0,0,12,0,0.143638097,73.43051771,1.86587659,3.73175318,-0.364703768,-0.154687532,-0.175826015,0.166840271,1367,1527.5,767,623,1071.125
327,needy,lemma,1,1,1,0,7,0,0.124299708,318.6537162,2.503318988,2.503318988,-0.373329895,-0.132395111,-0.188430362,-0.127034876,985,1239,1731.5,327,1070.625
1406,well-organized,lemma,5,1,0,0,15,0,0.085153556,370.6149312,2.568922912,12.84461456,-0.300712799,-0.154687532,-0.168263407,-0.721918008,450,1658,767,1406,1070.25
1500,retrospective,lemma,7,2,0,0,5,0,0.12231338,131.9181818,2.120304657,14.8421326,-0.286686127,-0.154687532,-0.1934721,-0.157220034,952,1060.5,767,1500,1069.875
1958,self-rated,token,11,1,3,0,0,0,-0.031699335,3493.388889,3.543246935,38.97571628,-0.117218892,-0.08781027,-0.206076447,-2.497668888,120,59.5,2140.5,1958,1069.5
2243,invasive,lemma,40,1,0,0,1,0,0.12337446,157.7282609,2.197909515,87.91638059,0.226444906,-0.154687532,-0.203555578,-0.141095383,968,298.5,767,2243,1069.125
515,skeptical,lemma,2,1,0,0,7,0,0.162804227,38.2410298,1.582529579,3.165059158,-0.368683122,-0.154687532,-0.188430362,0.458097711,1753,1239,767,515,1068.5
128,industrialized,lemma,1,1,0,0,102,0,0.12749441,108.2910448,2.034592544,2.034592544,-0.376621315,-0.154687532,0.05105223,-0.078486699,1047,2330,767,128,1068
783,consequent,lemma,2,1,1,0,4,0,0.11275248,267.1997167,2.426835993,4.853671987,-0.356825598,-0.132395111,-0.19599297,-0.30251193,817,935,1731.5,783,1066.625
1026,viral,lemma,3,2,0,0,8,0,0.133398348,189.2106319,2.276945536,6.830836608,-0.342941849,-0.154687532,-0.185909492,0.011232295,1168,1305,767,1026,1066.5
1211,unclassified,lemma,3,1,0,0,12,0,0.109185474,1179.01875,3.071520712,9.214562135,-0.326203209,-0.154687532,-0.175826015,-0.356717812,754,1527.5,767,1211,1064.875
1955,two-way,lemma,18,4,0,0,3,0,0.109691484,143.6732673,2.157375968,38.83276743,-0.118222686,-0.154687532,-0.198513839,-0.349028246,763,772.5,767,1955,1064.375
1546,quadratic,lemma,5,1,1,0,0,0,0.119996922,1796.6,3.254451395,16.27225698,-0.276643722,-0.132395111,-0.206076447,-0.192422017,920,59.5,1731.5,1546,1064.25
696,exaggerated,lemma,2,2,0,0,6,0,0.156367516,121.9411765,2.086150381,4.172300761,-0.361610221,-0.154687532,-0.190951231,0.360282443,1627,1161.5,767,696,1062.875
1334,man-made,lemma,5,3,0,0,7,0,0.119287816,164.6099476,2.216456077,11.08228038,-0.313087998,-0.154687532,-0.188430362,-0.203197919,910,1239,767,1334,1062.5
747,contested,lemma,2,1,0,0,3,0,0.175391338,196.503125,2.293369461,4.586738923,-0.358700015,-0.154687532,-0.198513839,0.649377298,1962,772.5,767,747,1062.125
1996,short-range,lemma,15,1,2,0,0,0,0.041454501,688.4781022,2.837890132,42.56835197,-0.091991224,-0.11010269,-0.206076447,-1.385989177,181,59.5,2009,1996,1061.375
906,triple,lemma,3,1,0,0,9,0,0.134628541,86.65273312,1.937782265,5.813346796,-0.350086713,-0.154687532,-0.183388623,0.029926875,1200,1372.5,767,906,1061.375
406,amphibious,lemma,1,1,0,0,9,0,0.159767554,491.2578125,2.69130947,2.69130947,-0.372009816,-0.154687532,-0.183388623,0.411951003,1698,1372.5,767,406,1060.875
1658,simultaneous,lemma,10,2,0,0,4,0,0.117619134,106.5779661,2.027667428,20.27667428,-0.248524503,-0.154687532,-0.19599297,-0.228555989,883,935,767,1658,1060.75
1773,five-year,lemma,14,2,0,0,2,0,0.130923369,61.6883584,1.790203213,25.06284499,-0.214915772,-0.154687532,-0.201034709,-0.026378646,1117,580,767,1773,1059.25
1716,exhaustive,lemma,10,2,0,0,5,0,0.105229127,178.8085308,2.252388235,22.52388235,-0.232744495,-0.154687532,-0.1934721,-0.416840298,690,1060.5,767,1716,1058.375
636,dubious,lemma,2,1,0,0,6,0,0.158121891,79.5626318,1.90070914,3.801418281,-0.364214576,-0.154687532,-0.190951231,0.386942753,1666,1161.5,767,636,1057.625
1458,unchanged,lemma,7,1,0,0,3,0,0.136222273,100.2353879,2.001021075,14.00714753,-0.292549434,-0.154687532,-0.198513839,0.054145969,1232,772.5,767,1458,1057.375
1517,bi-directional,token,4,1,15,0,0,0,0.052597798,6504.931034,3.813242697,15.25297079,-0.283801201,0.179698779,-0.206076447,-1.216650446,212,59.5,2437.5,1517,1056.5
1024,intriguing,lemma,4,1,0,0,17,0,0.107757332,50.9708187,1.707321609,6.829286437,-0.342952734,-0.154687532,-0.163221668,-0.378420521,728,1705.5,767,1024,1056.125
597,in-office,lemma,1,1,0,0,1,0,0.239482272,3559.301887,3.551364825,3.551364825,-0.365970464,-0.154687532,-0.203555578,1.623332936,2560,298.5,767,596.5,1055.5
6,half,lemma,7,3,1,0,1,0,0.19178532,NA,NA,NA,NA,-0.132395111,-0.203555578,0.898507879,2184,298.5,1731.5,6.5,1055.125
1379,actuarial,lemma,4,1,0,0,2,0,0.148737031,1116.230769,3.04775399,12.19101596,-0.305302401,-0.154687532,-0.201034709,0.244326055,1486,580,767,1379,1053
778,nonpartisan,lemma,2,1,0,0,8,0,0.143287942,252.5341365,2.402320093,4.804640185,-0.357169902,-0.154687532,-0.185909492,0.161519164,1361,1305,767,778.5,1052.875
1309,navigational,lemma,4,3,0,0,9,0,0.109664954,454.5614458,2.657592598,10.63037039,-0.316261332,-0.154687532,-0.183388623,-0.349431407,762,1372.5,767,1309,1052.625
1222,marginal,lemma,5,1,0,0,7,0,0.123870737,72.24932976,1.858833823,9.294169113,-0.325644205,-0.154687532,-0.188430362,-0.133553717,979,1239,767,1222,1051.75
708,fragmented,lemma,2,1,0,0,25,0,0.115404235,138.5044053,2.141463587,4.282927174,-0.360833397,-0.154687532,-0.143054713,-0.262214624,846,1885.5,767,708,1051.625
73,dirty,lemma,1,1,0,0,12,0,0.167571185,60.62442421,1.782647627,1.782647627,-0.378390485,-0.154687532,-0.175826015,0.530538611,1834,1527.5,767,73,1050.375
1231,glad,lemma,8,1,0,0,4,0,0.13836434,15.1959884,1.181728953,9.453831627,-0.324523046,-0.154687532,-0.19599297,0.08669782,1267,935,767,1231,1050
2030,divergent,lemma,21,2,0,0,2,0,0.112860142,167.9813001,2.225260938,46.7304797,-0.062764555,-0.154687532,-0.201034709,-0.300875845,819,580,767,2030,1049
1820,values-based,token,7,2,5,0,0,0,-0.067211603,8201.869565,3.913912858,27.39739001,-0.19852248,-0.043225428,-0.206076447,-3.037329829,44,59.5,2268,1820,1047.875
155,long-time,lemma,1,1,0,0,49,0,0.132424191,131.8259958,2.120001061,2.120001061,-0.376021572,-0.154687532,-0.082553847,-0.003571447,1146,2121.5,767,155,1047.375
1080,pleasurable,lemma,3,2,1,0,5,0,0.069736454,272.2121212,2.43490746,7.304722379,-0.339614199,-0.132395111,-0.1934721,-0.956203459,316,1060.5,1731.5,1080,1047
664,attempted,lemma,2,1,0,0,1,0,0.217625373,95.46710526,1.979853754,3.959707508,-0.363103061,-0.154687532,-0.203555578,1.291185334,2455,298.5,767,664,1046.125
1249,intangible,lemma,4,1,0,0,2,0,0.154709363,273,2.436162647,9.744650588,-0.322480901,-0.154687532,-0.201034709,0.335084389,1588,580,767,1249,1046
1969,individual-level,token,12,1,3,0,0,0,-0.087330193,2193.523256,3.341142243,40.09370692,-0.109368306,-0.08781027,-0.206076447,-3.34306129,13,59.5,2140.5,1969,1045.5
855,forthcoming,lemma,3,1,0,0,1,0,0.197467216,65.11667242,1.813692199,5.441076598,-0.352700813,-0.154687532,-0.203555578,0.984852606,2258,298.5,767,855,1044.625
272,unspecified,lemma,1,1,0,0,14,0,0.150311936,234.630597,2.370384646,2.370384646,-0.374263366,-0.154687532,-0.170784276,0.26825904,1519,1620,767,272,1044.5
1133,slack,lemma,3,2,0,0,10,0,0.115352236,440.2403734,2.643689868,7.931069604,-0.335215958,-0.154687532,-0.180867754,-0.263004818,844,1429,767,1133,1043.25
984,sincere,lemma,3,1,0,0,3,0,0.157427036,139.89099,2.145789744,6.437369231,-0.345704797,-0.154687532,-0.198513839,0.376383408,1647,772.5,767,984,1042.625
910,wholesale,lemma,3,3,0,0,14,0,0.116534255,88.19214586,1.94542991,5.83628973,-0.349925607,-0.154687532,-0.170784276,-0.245042309,867,1620,767,910,1041
617,would-be,lemma,2,1,3,0,6,0,0.056527829,71.13235294,1.852067175,3.704134349,-0.364897709,-0.08781027,-0.190951231,-1.156927876,237,1161.5,2140.5,617,1039
1055,potent,lemma,4,1,0,0,8,0,0.12611796,58.7124183,1.768729969,7.074919875,-0.341227884,-0.154687532,-0.185909492,-0.09940387,1017,1305,767,1055,1036
1186,utmost,lemma,4,1,0,0,2,0,0.155411392,164.8977273,2.21721467,8.86885868,-0.328630756,-0.154687532,-0.201034709,0.345752747,1609,580,767,1186,1035.5
213,golden,lemma,2,2,0,0,7,0,0.172905232,13.3656653,1.125990581,2.251981163,-0.375094801,-0.154687532,-0.188430362,0.611597274,1922,1239,767,213,1035.25
1169,manageable,lemma,4,2,0,0,9,0,0.113651788,132.3810526,2.12182583,8.48730332,-0.331310057,-0.154687532,-0.183388623,-0.288845625,824,1372.5,767,1169,1033.125
965,reset,lemma,2,2,1,0,2,0,0.115822797,1376.956204,3.138920127,6.277840255,-0.346825017,-0.132395111,-0.201034709,-0.255853954,855,580,1731.5,965.5,1033
1328,deserving,lemma,5,1,0,0,4,0,0.130224689,156.5502075,2.194653648,10.97326824,-0.313853486,-0.154687532,-0.19599297,-0.036996116,1099,935,767,1328,1032.25
1046,algorithmic,lemma,2,1,1,0,0,0,0.138822544,3197.338983,3.504788683,7.009577366,-0.341686722,-0.132395111,-0.206076447,0.0936609,1284,59.5,1731.5,1046.5,1030.375
110,postwar,lemma,1,1,0,0,12,0,0.160771879,91.08788025,1.959460596,1.959460596,-0.377148895,-0.154687532,-0.175826015,0.4272132,1717,1527.5,767,110,1030.375
211,lousy,lemma,1,1,0,0,90,0,0.115486425,177.462841,2.24910743,2.24910743,-0.375114981,-0.154687532,0.020801798,-0.260965626,849,2294,767,211,1030.25
1532,heightened,lemma,8,1,0,0,1,0,0.150608719,95.85518293,1.9816156,15.8529248,-0.279588293,-0.154687532,-0.203555578,0.272769094,1523,298.5,767,1532,1030.125
486,afraid,lemma,3,1,0,0,3,0,0.185543942,10.0224737,1.000974925,3.002924776,-0.369821638,-0.154687532,-0.198513839,0.803660984,2095,772.5,767,486,1030.125
902,curatorial,lemma,2,1,0,0,17,0,0.108453865,773.1270492,2.888250868,5.776501736,-0.350345441,-0.154687532,-0.163221668,-0.367835682,739,1705.5,767,902,1028.375
1738,co-located,token,6,2,2,0,0,0,0.068196076,7860.125,3.895429453,23.37257672,-0.226784921,-0.11010269,-0.206076447,-0.979611767,306,59.5,2009,1738,1028.125
1344,back-up,lemma,3,1,0,0,5,0,0.121217087,6085.258065,3.784279001,11.352837,-0.311188135,-0.154687532,-0.1934721,-0.17387982,939,1060.5,767,1344,1027.625
530,gymnastic,lemma,1,1,1,0,3,0,0.128690541,1684.3125,3.226422672,3.226422672,-0.368252224,-0.132395111,-0.198513839,-0.060309738,1070,772.5,1731.5,531,1026.25
1478,heuristic,lemma,5,1,0,0,11,0,0.07758924,739.7764706,2.869100514,14.34550257,-0.290173488,-0.154687532,-0.178346884,-0.836868877,381,1476.5,767,1478,1025.625
1057,cyclical,lemma,3,2,0,0,7,0,0.127094997,232.6054254,2.36661984,7.099859521,-0.341052757,-0.154687532,-0.188430362,-0.084556358,1039,1239,767,1057,1025.5
118,monumental,lemma,1,1,0,0,23,0,0.143081601,96.93884892,1.986497858,1.986497858,-0.376959038,-0.154687532,-0.148096451,0.158383502,1360,1854.5,767,118,1024.875
785,silent,lemma,4,1,0,0,10,0,0.130932595,16.43518035,1.215774474,4.863097896,-0.356759409,-0.154687532,-0.180867754,-0.026238438,1118,1429,767,785,1024.75
1772,vascular,lemma,10,1,0,0,3,0,0.111129581,318.1163575,2.502586001,25.02586001,-0.215175482,-0.154687532,-0.198513839,-0.327174252,787,772.5,767,1772,1024.625
187,measured,lemma,1,1,0,0,7,0,0.171199364,157.071607,2.196097687,2.196097687,-0.375487218,-0.154687532,-0.188430362,0.585674115,1900,1239,767,187,1023.25
1002,fuzzy,lemma,3,1,0,0,5,0,0.137775381,162.3433735,2.210434566,6.631303699,-0.344342979,-0.154687532,-0.1934721,0.077747725,1258,1060.5,767,1002,1021.875
1821,orthopedic,lemma,11,1,0,0,4,0,0.095337387,316.5151007,2.500394435,27.50433878,-0.19777148,-0.154687532,-0.19599297,-0.567159775,564,935,767,1821,1021.75
1877,prompt,lemma,13,3,0,0,1,0,0.132277114,261.6407767,2.41770543,31.43017059,-0.170204093,-0.154687532,-0.203555578,-0.005806499,1144,298.5,767,1877,1021.625
657,unpopular,lemma,2,2,0,0,11,0,0.13386575,92.56280667,1.966436515,3.932873029,-0.363291494,-0.154687532,-0.178346884,0.018335153,1178,1476.5,767,657,1019.625
380,equestrian,lemma,1,1,0,0,38,0,0.11830594,432.6674312,2.636154205,2.636154205,-0.372397119,-0.154687532,-0.110283411,-0.218118959,892,2033,767,380,1018
815,worrying,lemma,3,1,0,0,7,0,0.137500356,49.51259843,1.694715719,5.084147156,-0.35520719,-0.154687532,-0.188430362,0.073568304,1251,1239,767,815,1018
107,theological,lemma,1,1,0,0,31,0,0.136337679,88.77317647,1.94828176,1.94828176,-0.377227394,-0.154687532,-0.127929496,0.055899726,1235,1962,767,107,1017.75
637,hollow,lemma,2,2,0,0,12,0,0.131770674,80.30779055,1.904757678,3.809515355,-0.364157718,-0.154687532,-0.175826015,-0.013502598,1138,1527.5,767,637,1017.375
1030,swift,lemma,3,2,0,0,3,0,0.149228036,193.5461696,2.286784581,6.860353743,-0.342734578,-0.154687532,-0.198513839,0.251787596,1500,772.5,767,1030,1017.375
992,ambivalent,lemma,3,1,0,0,3,0,0.151355491,155.1340461,2.190707119,6.572121358,-0.34475856,-0.154687532,-0.198513839,0.284117381,1536,772.5,767,992,1016.875
86,medieval,lemma,1,1,0,0,18,0,0.148194531,69.89366432,1.84443781,1.84443781,-0.377956591,-0.154687532,-0.160700798,0.236081972,1479,1734.5,767,86,1016.625
1819,work-life,token,8,3,2,0,0,0,0.038075643,2620.041667,3.418308198,27.34646558,-0.198880074,-0.11010269,-0.206076447,-1.437335871,176,59.5,2009,1819,1015.875
1889,hydraulic,lemma,14,3,1,0,0,0,0.077347296,202.6240602,2.306691013,32.29367419,-0.164140527,-0.132395111,-0.206076447,-0.840545574,378,59.5,1731.5,1889,1014.5
1338,unsatisfied,lemma,4,2,1,0,2,0,0.08085472,630.9130435,2.799969506,11.19987802,-0.312262221,-0.132395111,-0.201034709,-0.787245119,408,580,1731.5,1338,1014.375
790,lucky,lemma,3,1,0,0,10,0,0.128634343,42.87340909,1.632188018,4.896564054,-0.356524408,-0.154687532,-0.180867754,-0.061163753,1069,1429,767,790,1013.75
1348,impeccable,lemma,5,3,0,0,7,0,0.105649821,194.4773196,2.28886896,11.4443448,-0.310545563,-0.154687532,-0.188430362,-0.410447235,696,1239,767,1348,1012.5
189,secretive,lemma,1,1,0,0,19,0,0.141010492,158.2575503,2.199364439,2.199364439,-0.375464279,-0.154687532,-0.158179929,0.126909968,1329,1765,767,189,1012.5
76,stupid,lemma,1,1,0,0,15,0,0.151931149,61.65475542,1.789966579,1.789966579,-0.378339091,-0.154687532,-0.168263407,0.292865351,1545,1658,767,76,1011.5
718,stationary,lemma,2,2,0,0,6,0,0.144749542,150.0739857,2.176305417,4.352610833,-0.360344075,-0.154687532,-0.190951231,0.183730313,1397,1161.5,767,718,1010.875
1245,sparse,lemma,4,1,0,0,11,0,0.094369583,262.9170732,2.419818789,9.679275156,-0.322939971,-0.154687532,-0.178346884,-0.581866985,553,1476.5,767,1245,1010.375
1705,observational,lemma,9,1,0,0,3,0,0.111529858,270.6499283,2.432407916,21.89167125,-0.237183913,-0.154687532,-0.198513839,-0.321091463,797,772.5,767,1705,1010.375
1684,canonical,lemma,8,1,0,0,2,0,0.125867691,432.6674312,2.636154205,21.08923364,-0.24281867,-0.154687532,-0.201034709,-0.103207084,1010,580,767,1684,1010.25
1212,undue,lemma,4,2,0,0,7,0,0.113205534,201.9732334,2.305293818,9.221175273,-0.326156771,-0.154687532,-0.188430362,-0.295627112,820,1239,767,1212,1009.5
